RLVKEY;SEMESTER;TYP;STUNDEN;CREDITS;LV_STATUS_NR;LV_STATUS;KOMPONENTEN_TYP;FRAGE_TYP;FRAGETEXT;OPTIONEN;ANTWORT;OPTIONNR;FREITEXT
a53e6669754588d;17S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 921;n/a;positiv;-1;
ca76fca5fb653f5;20W;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 922;n/a;negativ;-2;
959353896063576;17S;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 923;n/a;negativ;-1;auf Studierende eingegangen
757aeb0f3e66c44;20W;VC;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 924;n/a;negativ;-1;sehr interessante Themen
a53e6669754588d;20W;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 925;n/a;neutral;-1;
ca76fca5fb653f5;16S;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 926;n/a;negativ;-1;auf Studierende eingegangen
757aeb0f3e66c44;19S;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 927;n/a;positiv;-2;gut strukturierte LV
974e077c94dfc81;16S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 928;n/a;;-2;auf Studierende eingegangen
757aeb0f3e66c44;18W;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 929;n/a;negativ;-1;sympathischer LV-Leiter
974e077c94dfc81;20W;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 930;n/a;neutral;-2;sympathischer LV-Leiter
277f6a00a09fc6d;19S;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 931;n/a;negativ;-1;sympathischer LV-Leiter
277f6a00a09fc6d;20W;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 932;n/a;positiv;-2;sympathischer LV-Leiter
a53e6669754588d;20W;VC;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 933;n/a;positiv;-2;sehr interessante Themen
959353896063576;19S;VC;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 934;n/a;negativ;-2;gut strukturierte LV
974e077c94dfc81;19S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 935;n/a;;-1;sehr interessante Themen
974e077c94dfc81;16S;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 936;n/a;positiv;-2;sympathischer LV-Leiter
ca76fca5fb653f5;20W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 937;n/a;neutral;-1;sehr interessante Themen
ca76fca5fb653f5;19S;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 938;n/a;neutral;-2;
ca76fca5fb653f5;19S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 939;n/a;positiv;-1;sehr interessante Themen
277f6a00a09fc6d;17S;VC;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 940;n/a;positiv;-1;gut strukturierte LV
a53e6669754588d;16S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 941;n/a;positiv;-1;sympathischer LV-Leiter
ca76fca5fb653f5;20W;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 942;n/a;negativ;-2;auf Studierende eingegangen
757aeb0f3e66c44;18W;PS;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 943;n/a;positiv;-2;gut strukturierte LV
277f6a00a09fc6d;20W;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 944;n/a;negativ;-1;sympathischer LV-Leiter
ca76fca5fb653f5;17S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 945;n/a;neutral;-1;sympathischer LV-Leiter
974e077c94dfc81;17S;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 946;n/a;;-2;auf Studierende eingegangen
959353896063576;20W;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 947;n/a;neutral;-2;sehr interessante Themen
959353896063576;19S;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 948;n/a;positiv;-2;
a53e6669754588d;17S;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 949;n/a;neutral;-1;
ca76fca5fb653f5;16S;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 950;n/a;;-1;auf Studierende eingegangen
757aeb0f3e66c44;20W;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 951;n/a;negativ;-1;sympathischer LV-Leiter
757aeb0f3e66c44;17S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 952;n/a;negativ;-1;sehr interessante Themen
959353896063576;19S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 953;n/a;neutral;-1;auf Studierende eingegangen
ca76fca5fb653f5;19S;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 954;n/a;positiv;-2;sehr interessante Themen
757aeb0f3e66c44;16S;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 955;n/a;;-2;
ca76fca5fb653f5;18W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 956;n/a;neutral;-1;auf Studierende eingegangen
974e077c94dfc81;16S;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 957;n/a;neutral;-2;auf Studierende eingegangen
ca76fca5fb653f5;17S;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 958;n/a;;-1;auf Studierende eingegangen
ca76fca5fb653f5;16S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 959;n/a;positiv;-2;gut strukturierte LV
a53e6669754588d;20W;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 960;n/a;neutral;-1;sehr interessante Themen
277f6a00a09fc6d;16S;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 961;n/a;positiv;-1;
757aeb0f3e66c44;16S;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 962;n/a;negativ;-2;gut strukturierte LV
ca76fca5fb653f5;18W;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 963;n/a;positiv;-2;auf Studierende eingegangen
974e077c94dfc81;17S;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 964;n/a;;-2;sehr interessante Themen
974e077c94dfc81;20W;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 965;n/a;negativ;-1;auf Studierende eingegangen
757aeb0f3e66c44;17S;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 966;n/a;positiv;-1;sehr interessante Themen
959353896063576;20W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 967;n/a;positiv;-1;gut strukturierte LV
974e077c94dfc81;16S;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 968;n/a;negativ;-2;sehr interessante Themen
ca76fca5fb653f5;16S;PS;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 969;n/a;positiv;-2;sehr interessante Themen
ca76fca5fb653f5;18W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 970;n/a;neutral;-1;sympathischer LV-Leiter
974e077c94dfc81;19S;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 971;n/a;;-2;gut strukturierte LV
277f6a00a09fc6d;18W;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 972;n/a;positiv;-1;sympathischer LV-Leiter
277f6a00a09fc6d;20W;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 973;n/a;negativ;-1;gut strukturierte LV
757aeb0f3e66c44;16S;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 974;n/a;negativ;-1;
277f6a00a09fc6d;16S;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 975;n/a;negativ;-2;gut strukturierte LV
757aeb0f3e66c44;20W;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 976;n/a;positiv;-1;auf Studierende eingegangen
277f6a00a09fc6d;19S;PS;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 977;n/a;negativ;-2;sympathischer LV-Leiter
a53e6669754588d;18W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 978;n/a;;-2;
ca76fca5fb653f5;20W;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 979;n/a;negativ;-1;sympathischer LV-Leiter
277f6a00a09fc6d;19S;VC;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 980;n/a;negativ;-2;sympathischer LV-Leiter
757aeb0f3e66c44;18W;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 981;n/a;negativ;-2;sehr interessante Themen
ca76fca5fb653f5;18W;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 982;n/a;positiv;-1;gut strukturierte LV
959353896063576;18W;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 983;n/a;negativ;-1;sympathischer LV-Leiter
277f6a00a09fc6d;17S;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 984;n/a;negativ;-2;auf Studierende eingegangen
277f6a00a09fc6d;18W;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 985;n/a;neutral;-2;gut strukturierte LV
ca76fca5fb653f5;16S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 986;n/a;positiv;-2;gut strukturierte LV
974e077c94dfc81;16S;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 987;n/a;positiv;-1;
a53e6669754588d;18W;VC;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 988;n/a;;-1;sympathischer LV-Leiter
959353896063576;18W;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 989;n/a;negativ;-2;auf Studierende eingegangen
a53e6669754588d;17S;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 990;n/a;neutral;-2;
277f6a00a09fc6d;17S;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 991;n/a;negativ;-1;gut strukturierte LV
959353896063576;18W;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 992;n/a;;-2;sympathischer LV-Leiter
277f6a00a09fc6d;16S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 993;n/a;;-1;gut strukturierte LV
757aeb0f3e66c44;18W;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 994;n/a;;-2;
974e077c94dfc81;18W;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 995;n/a;;-2;sehr interessante Themen
277f6a00a09fc6d;18W;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 996;n/a;negativ;-2;sehr interessante Themen
277f6a00a09fc6d;16S;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 997;n/a;positiv;-1;auf Studierende eingegangen
ca76fca5fb653f5;16S;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 998;n/a;positiv;-2;sympathischer LV-Leiter
ca76fca5fb653f5;20W;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 999;n/a;;-1;sehr interessante Themen
ca76fca5fb653f5;20W;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 1000;n/a;;-1;auf Studierende eingegangen
959353896063576;18W;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 1001;n/a;positiv;-1;sympathischer LV-Leiter
277f6a00a09fc6d;20W;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 1002;n/a;positiv;-1;sehr interessante Themen
a53e6669754588d;19S;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 1003;n/a;neutral;-1;sympathischer LV-Leiter
959353896063576;16S;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 1004;n/a;negativ;-1;sympathischer LV-Leiter
277f6a00a09fc6d;20W;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 1005;n/a;negativ;-1;sehr interessante Themen
a53e6669754588d;17S;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 1006;n/a;neutral;-2;
757aeb0f3e66c44;16S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 1007;n/a;negativ;-2;gut strukturierte LV
974e077c94dfc81;16S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 1008;n/a;negativ;-2;gut strukturierte LV
ca76fca5fb653f5;17S;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 1009;n/a;positiv;-1;auf Studierende eingegangen
